12/06/2022 07:06:48 PM : SECURITY - User registration [carol@email.com, 127.0.0.1]
12/07/2022 06:05:19 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/07/2022 09:43:54 PM : SECURITY - Access denied[1, admin@email.com, admin, 127.0.0.1]
12/08/2022 01:12:39 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 01:13:01 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 01:13:32 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 01:13:54 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 01:14:24 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 01:15:05 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 01:15:28 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 01:59:24 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 02:00:35 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
12/08/2022 02:01:18 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
12/08/2022 02:01:45 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 02:08:10 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 02:08:46 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 02:10:59 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 02:11:57 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 02:12:16 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 02:13:04 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 02:13:45 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 02:32:52 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 02:33:52 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 02:34:56 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 02:35:39 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:36:08 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:36:39 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 02:37:06 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:37:45 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:38:05 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 02:38:37 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:39:36 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:39:53 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 02:40:22 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 02:41:04 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 02:41:44 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 02:47:24 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 02:48:07 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:48:50 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:49:21 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/08/2022 02:49:52 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:50:50 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 02:51:08 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/08/2022 02:52:05 PM : SECURITY - Login attempts exceeded [carol@email.com, 127.0.0.1]
12/08/2022 02:52:23 PM : SECURITY - Login attempt failed [carol@email.com, 127.0.0.1]
12/08/2022 02:53:16 PM : SECURITY - Login attempt failed [carol@email.com, 127.0.0.1]
12/08/2022 02:55:20 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 02:55:33 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 02:56:13 PM : SECURITY - Log in [3, carol@email.com, 127.0.0.1]
12/08/2022 02:56:48 PM : SECURITY - Log out [3, carol@email.com, 127.0.0.1]
12/08/2022 02:57:26 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 04:19:02 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
12/08/2022 04:19:40 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
12/08/2022 04:19:51 PM : SECURITY - Login attempts exceeded [admin@email.com, 127.0.0.1]
12/08/2022 04:20:25 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 04:20:49 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 04:21:29 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 04:22:04 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 04:22:47 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/08/2022 07:47:02 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/08/2022 07:48:08 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/08/2022 07:49:02 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/08/2022 07:49:44 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/13/2022 04:11:14 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/13/2022 04:11:28 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/13/2022 04:12:12 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/13/2022 04:12:51 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/13/2022 04:13:41 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/13/2022 04:19:58 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/13/2022 04:20:46 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 01:06:08 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/15/2022 01:06:26 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/15/2022 01:06:40 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 08:53:51 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 08:54:10 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/15/2022 09:37:55 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/15/2022 09:38:39 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/15/2022 09:39:16 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 09:40:06 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/15/2022 09:40:36 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/15/2022 09:41:55 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/15/2022 09:43:22 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 09:43:55 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/15/2022 09:44:38 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/15/2022 09:44:55 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/15/2022 09:45:30 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/15/2022 09:45:52 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 09:46:11 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/15/2022 09:48:49 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
12/15/2022 09:48:59 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
12/15/2022 09:49:14 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
12/15/2022 09:50:01 PM : SECURITY - Login attempts exceeded [bob@email.com, 127.0.0.1]
12/15/2022 09:50:34 PM : SECURITY - Login attempt failed [bob@email.com, 127.0.0.1]
12/15/2022 09:50:59 PM : SECURITY - Log in [2, bob@email.com, 127.0.0.1]
12/15/2022 09:51:09 PM : SECURITY - Log out [2, bob@email.com, 127.0.0.1]
12/15/2022 10:08:57 PM : SECURITY - User registration [c2@gmail.com, 127.0.0.1]
02/11/2023 11:54:45 PM : SECURITY - Login attempt failed [admin@email.com, 127.0.0.1]
02/11/2023 11:54:59 PM : SECURITY - Log in [1, admin@email.com, 127.0.0.1]
02/11/2023 11:55:07 PM : SECURITY - Log out [1, admin@email.com, 127.0.0.1]
